GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,Total capacity (ttpa),Latitude,Longitude,Country_code,distance_degrees,litpop_index,LitPop_value,LitPop_latitude,LitPop_longitude,LitPop_region_id,LitPop_impf
P100000120312,Shandong Iron and Steel Group Rizhao Co Ltd,山东钢铁集团日照有限公司(一期),,,Shandong IRON&STEEL Group Rizhao Co Ltd,山东钢铁集团日照有限公司,E100000126308,unknown,Partial,Shandong Iron and Steel Co Ltd [50.6%]; Shandong Iron and Steel Group Co Ltd [34.0%]; Shandong Guohui Investment Co Ltd [9.7%]; Shandong Caixin Asset Operation Co Ltd [4.9%]; unknown [0.8%],E100000126101 [50.6%]; E100000124598 [34.0%]; E100000124585 [9.7%]; E100000124453 [4.9%]; E100000132388 [0.8%],unknown [50.6%]; unknown [34.0%]; unknown [9.7%]; unknown [4.9%]; unknown [0.8%],No.1 Lingang Road,山东省日照市东港区临钢路1号,Rizhao,Shandong,China,Asia Pacific,"35.1889690, 119.3837230",exact,https://www.gem.wiki/Shandong_Iron_and_Steel_Group_Rizhao_Co_Ltd,17.0,unknown,unknown,2009-02-19 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"rebar, plate, coil, special, h-beam","automotive, building and infrastructure, energy, tools and machinery, transport",5696,2024-07-22 00:00:00,2024-07-22 00:00:00,no,BF; BOF; EAF,unknown,unknown,unknown,,35.188969,119.383723,CHN,0.021238361644652193,78749,784949051.4879102,35.20833333,119.375,156,1
P100000120414,Shandong Iron and Steel Group Yongfeng Lingang Co Ltd,山东钢铁集团永锋临港有限公司,"Yongfeng Group Lingang Iron and Steel Co., Ltd.",永锋集团临港钢铁有限公司,Shandong Iron & Steel Group Yongfeng Lingang Corp,山东钢铁集团永锋临港有限公司,E100000123195,unknown,Partial,Qihe Zhongxin Investment Co Ltd [47.2%]; Shandong Iron and Steel Group Co Ltd [28.4%]; Yongfeng Group Co Ltd [12.2%]; Shandong Guohui Investment Co Ltd [8.1%]; Shandong Caixin Asset Operation Co Ltd [4.1%],E100000124596 [47.2%]; E100000124598 [28.4%]; E100000124595 [12.2%]; E100000124585 [8.1%]; E100000124453 [4.1%],unknown [47.2%]; unknown [28.4%]; unknown [12.2%]; unknown [8.1%]; unknown [4.1%],unknown,山东省临沂市临港经济开发区坪上镇,Pingshang,Shandong,China,Asia Pacific,"35.1370610, 119.0683190",exact,https://www.gem.wiki/Shandong_Iron_and_Steel_Group_Yongfeng_Lingang_Co_Ltd,4.69,unknown,unknown,2021-06-13 00:00:00,unknown,unknown,unknown,,,,,unknown,unknown,"automotive, building and infrastructure, tools and machinery",1341,2025-02-11 00:00:00,2025-02-11 00:00:00,no,BF; BOF,unknown,unknown,unknown,,35.137061,119.068319,CHN,0.029254305929712458,79241,238915176.01580334,35.125,119.04166667,156,1
P100000120238,Shandong Iron and Steel Group Yongfeng Zibo Co Ltd,山东钢铁集团永锋淄博有限公司,,,Shandong Iron Steel Group Yongfeng Zibo Co Ltd,山东钢铁集团永锋淄博有限公司,E100000123804,unknown,Partial,Shandong Iron and Steel Group Co Ltd [35.0%]; Qihe Zhongxin Investment Co Ltd [34.7%]; Yongfeng Group Co Ltd [15.3%]; Shandong Guohui Investment Co Ltd [10.0%]; Shandong Caixin Asset Operation Co Ltd [5.0%],E100000124598 [35.0%]; E100000124596 [34.7%]; E100000124595 [15.3%]; E100000124585 [10.0%]; E100000124453 [5.0%],unknown [35.0%]; unknown [34.7%]; unknown [15.3%]; unknown [10.0%]; unknown [5.0%],No. 9 Shihua Road,山东省淄博市桓台县经济开发区石化路9号,Economic Development Zone,Shandong,China,Asia Pacific,"36.9060360, 118.1118330",exact,https://www.gem.wiki/Shandong_Iron_and_Steel_Group_Yongfeng_Zibo_Co_Ltd,4.74,unknown,unknown,2016-08-03 00:00:00,unknown,unknown,2021-04-30 00:00:00,,,,,finished rolled,"rebar, wire, bar","automotive, building and infrastructure",unknown,expired,expired,no,BF; BOF,unknown,unknown,unknown,,36.906036,118.111833,CHN,0.03371354601639977,68196,5698841287.0221615,36.875,118.125,156,1
P100001063692,Shandong Jinguan Metallurgical Technology Co Ltd,山东省锦冠冶金科技有限公司,,德州锦冠钢铁有限公司,Shandong Jinguan Metallurgical Technology Co Ltd,,E100002020731,unknown,,Shandong Jinguan Metallurgical Technology Co Ltd [100.0%],E100002020731 [100.0%],unknown [100.0%],unknown,山东省德州经济开发区苗庄,Miao,Shandong,China,Asia Pacific,"37.449126, 116.396787",approximate,https://www.gem.wiki/Shandong_Jinguan_Metallurgical_Technology_Co_Ltd,22.79,unknown,unknown,2003-05-06 00:00:00,unknown,unknown,unknown,,,,,unknown,unknown,unknown,328,no,no,no,EAF,unknown,unknown,unknown,,37.449126,116.396787,CHN,0.023652659358496867,64226,9904946687.227655,37.45833333,116.375,156,1
P100000120255,Shandong Laigang Yongfeng Steel Co Ltd,山东莱钢永锋钢铁有限公司,"Shandong Laigang Yongfeng Steel Rolling Co., Ltd.",山东莱钢永锋轧钢有限公司,Shandong Laigang Yongfeng Steel Corp,山东莱钢永锋钢铁有限公司,E100000123803,unknown,Partial,Qihe Zhongxin Investment Co Ltd [55.5%]; Shandong Iron and Steel Group Co Ltd [24.1%]; Yongfeng Group Co Ltd [10.1%]; Shandong Guohui Investment Co Ltd [6.9%]; Shandong Caixin Asset Operation Co Ltd [3.4%],E100000124596 [55.5%]; E100000124598 [24.1%]; E100000124595 [10.1%]; E100000124585 [6.9%]; E100000124453 [3.4%],unknown [55.5%]; unknown [24.1%]; unknown [10.1%]; unknown [6.9%]; unknown [3.4%],unknown,山东省德州市齐河经济开发区,Qihe Economic Development Zone,Shandong,China,Asia Pacific,"36.7993000, 116.8026000",exact,https://www.gem.wiki/Shandong_Laigang_Yongfeng_Steel_Co_Ltd,19.55,unknown,unknown,2002-06-13 00:00:00,unknown,unknown,2022,,,,,finished rolled,"wire, bar","automotive, building and infrastructure, tools and machinery",5773,2024-10-12 00:00:00,2024-10-12 00:00:00,no,BF; BOF,unknown,unknown,unknown,,36.7993,116.8026,CHN,0.013334370318011803,68739,2781115807.54017,36.79166667,116.79166667,156,1
P100000120251,Shandong Longsheng Iron and Steel Co Ltd,山东隆盛钢铁有限公司,,,Shandong Longsheng Iron and Steel Co Ltd,山东隆盛钢铁有限公司,E100000127017,unknown,,Jinghua Rigang Holding Group Co Ltd [50.0%]; natural person(s) [30.4%]; unknown [19.7%],E100000124688 [50.0%]; E100000123261 [30.4%]; E100000132388 [19.7%],unknown [50.0%]; unknown [30.4%]; unknown [19.7%],unknown,山东省淄博市临淄区凤凰镇北金村,Fenghuang,Shandong,China,Asia Pacific,"36.8911890, 118.1870410",exact,https://www.gem.wiki/Shandong_Longsheng_Iron_and_Steel_Co_Ltd,18.07,unknown,unknown,2003-08-08 00:00:00,unknown,unknown,2021-09-01 00:00:00,,,,,unknown,unknown,"building and infrastructure, energy",unknown,expired,unknown,no,BF; BOF,unknown,unknown,unknown,,36.891189,118.187041,CHN,0.0267478417415157,68197,2852374041.5661826,36.875,118.20833333,156,1
P100000120248,Shandong Luli Steel Co Ltd,山东鲁丽钢铁有限公司,,,Shandong Luli Steel Co Ltd,山东鲁丽钢铁有限公司,E100000126856,unknown,,Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],E100000127670 [49.0%]; E100000132388 [39.6%]; E100000123261 [11.4%],unknown [49.0%]; unknown [39.6%]; unknown [11.4%],unknown,山东省寿光市侯镇政府驻地,Hou,Shandong,China,Asia Pacific,"36.9708750, 118.9554440",exact,https://www.gem.wiki/Shandong_Luli_Steel_Co_Ltd,33.0,unknown,unknown,1993,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, rounds, rebar","building and infrastructure, energy, tools and machinery, transport",2369,2024-05-17 00:00:00,2024-05-17 00:00:00,no,BF; BOF,unknown,unknown,unknown,,36.970875,118.955444,CHN,0.012870187031964493,67642,309288577.011094,36.95833333,118.95833333,156,1
P100000120252,Shandong Minyuan Iron and Steel Co Ltd,山东闽源钢铁有限公司,,,Shandong Minyuan Steel & Iron Co Ltd,山东闽源钢铁有限公司,E100000126462,unknown,,Shandong Minyuan Steel & Iron Co Ltd [100.0%],E100000126462 [100.0%],unknown [100.0%],Provincial Highway 102,山东省济南市章丘区102省道,unknown,Shandong,China,Asia Pacific,"36.7284090, 117.4265820",exact,https://www.gem.wiki/Shandong_Minyuan_Iron_and_Steel_Co_Ltd,19.7,unknown,unknown,2003-01-18 00:00:00,unknown,unknown,2022-10-01 00:00:00,,,,,finished rolled,bar,"building and infrastructure, tools and machinery",unknown,expired,expired,no,BF; BOF,unknown,unknown,unknown,,36.728409,117.426582,CHN,0.03756566893744946,69297,5882085161.067249,36.70833333,117.45833333,156,1
P100000120247,Shandong Shouguang Juneng Special Steel Co Ltd,山东墨龙特钢有限公司,"Shandong Molong Special Steel Co., Ltd.",山东寿光巨能特钢有限公司,Shandong Shouguang Juneng SPECIAL Steel Co Ltd,山东寿光巨能特钢有限公司,E100000127078,unknown,,natural person(s) [44.4%]; unknown [15.3%]; Shouguang Zhirun Investment Co Ltd [13.4%]; Shouguang Shengda Investment Co Ltd [10.4%]; Shouguang Shanyue Qingfeng Economic and Trade Co Ltd [8.3%]; Shouguang Zhitao Trading Co Ltd [3.2%]; Shouguang Xingchen Dahai Trading Co Ltd [2.5%]; Shouguang Yunxin Economic and Trade Co Ltd [2.5%],E100000123261 [44.4%]; E100000132388 [15.3%]; E100000127633 [13.4%]; E100000127634 [10.4%]; E100000128411 [8.3%]; E100000128412 [3.2%]; E100000128414 [2.5%]; E100000128413 [2.5%],unknown [44.4%]; unknown [15.3%]; unknown [13.4%]; unknown [10.4%]; unknown [8.3%]; unknown [3.2%]; unknown [2.5%]; unknown [2.5%],No. 9 Special Steel Road,山东省寿光市特钢路九号,unknown,Shandong,China,Asia Pacific,"36.9391250, 118.7855980",exact,https://www.gem.wiki/Shandong_Shouguang_Juneng_Special_Steel_Co_Ltd,23.21,unknown,unknown,2002-12-05 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"structural, spring steel, rod, pipe, billet, bearings","automotive, building and infrastructure, energy, tools and machinery, transport",2953,2024-09-27 00:00:00,unknown,no,BF; BOF; EAF,"Shandong Shouguang Juneng Thermal Power Development Co., Ltd",unknown,unknown,,36.939125,118.785598,CHN,0.020144197600253273,67640,1440684200.7685635,36.95833333,118.79166667,156,1
P100001063638,Shandong Taigang Xinhai Stainless Steel Co Ltd,山东太钢鑫海不锈钢有限公司,,山东鑫海实业有限公司,Shandong Taigang Xinhai Stainless Steel Co Ltd,,E100002020710,unknown,,Shandong Taigang Xinhai Stainless Steel Co Ltd [100.0%],E100002020710 [100.0%],unknown [100.0%],North Section of Central Avenue,山东省临沂市临港经济开发区中心大道北段,Lingang Economic Development Zone,Shandong,China,Asia Pacific,"35.228556, 119.084178",approximate,https://www.gem.wiki/Shandong_Taigang_Xinhai_Stainless_Steel_Co_Ltd,10.07,unknown,unknown,2016-01-26 00:00:00,unknown,unknown,unknown,,,,,unknown,unknown,unknown,unknown,no,no,no,BF; BOF,unknown,unknown,unknown,,35.228556,119.084178,CHN,0.045556471175116055,78746,374021532.01611346,35.20833333,119.125,156,1
P100000120245,Shandong Taishan Steel Group Co Ltd,山东泰山钢铁集团有限公司,"Shandong Taishan Iron and Steel Corporation, Shandong Taishan Iron and Steel Co., Ltd.","山东泰山钢铁总公司, 山东泰山钢铁有限公司",Shandong Taishan Steel Group Co Ltd,山东泰山钢铁集团有限公司,E100000126280,unknown,,Guang Yang An Tai Holdings Ltd [91.0%]; Jinan Yanshan Investment Co Ltd [9.0%],E100000127646 [91.0%]; E100000127647 [9.0%],unknown [91.0%]; unknown [9.0%],"No. 1 Xinfu Road, Laiwu District, Jinan City, Shandong Province",山东省济南市莱芜区新甫路1号,Jinan,Shandong,China,Asia Pacific,"36.2214100, 117.6277280",exact,https://www.gem.wiki/Shandong_Taishan_Steel_Group_Co_Ltd,57.0,unknown,unknown,1969,unknown,unknown,unknown,,,,,finished rolled,coil,"automotive, building and infrastructure, tools and machinery",4532,no,expired,no,BOF; BF; EAF,Self-owned Power Plant,unknown,unknown,,36.22141,117.627728,CHN,0.013358191580032043,72535,6228848405.062526,36.20833333,117.625,156,1
P100000121146,Shandong Xinhua Special Steel Group Co Ltd,山东鑫华特钢集团有限公司,,,Shandong Xinhua Special Steel Group Co Ltd,,E100001012231,unknown,,Shandong Xinhua Special Steel Group Co Ltd [100.0%],E100001012231 [100.0%],unknown [100.0%],Industrial Park,山东省聊城市东阿县姜楼镇工业园,Jianglou,Shandong,China,Asia Pacific,"36.2561750, 116.1798330",exact,https://www.gem.wiki/Shandong_Xinhua_Special_Steel_Group_Co_Ltd,18.47,unknown,unknown,2003-03-05 00:00:00,unknown,unknown,2021-08-24 00:00:00,,,,,finished rolled,unknown,"automotive, building and infrastructure, tools and machinery",146,expired,unknown,no,BF; BOF,unknown,unknown,unknown,,36.256175,116.179833,CHN,0.045518429778472425,71982,783615313.084411,36.29166667,116.20833333,156,1
P100000120210,Shanghai Meishan Iron and Steel Co Ltd,上海梅山冶金公司,Shanghai Meishan Metallurgical Company,上海梅山钢铁股份有限公司,Shanghai Meishan Iron & Steel Co Ltd,上海梅山钢铁股份有限公司,E100000122373,unknown,Partial,Baoshan Iron & Steel Co Ltd [77.0%]; China Development Bank Corp [9.1%]; The China Orient Asset Management Co Ltd [7.0%]; Nanjing State-Owned Assets Investment & Management Holding (Group) Co Ltd [6.8%],E100000122571 [77.0%]; E100001001051 [9.1%]; E100000123243 [7.0%]; E100000000238 [6.8%],4295864974 [77.0%]; unknown [9.1%]; unknown [7.0%]; unknown [6.8%],No.1 Street,江苏省南京市雨花台区一号路,unknown,Jiangsu,China,Asia Pacific,"31.9029690, 118.6166700",exact,https://www.gem.wiki/Shanghai_Meishan_Iron_and_Steel_Co_Ltd,57.0,unknown,unknown,1969,unknown,unknown,unknown,,,,,finished rolled,"cold rolled, structural","building and infrastructure, tools and machinery",5051,2023-03-31 00:00:00,2023-10-01 00:00:00,no,BF; BOF,unknown,unknown,unknown,,31.902969,118.61667,CHN,0.029183109172943634,98718,3051454698.510215,31.875,118.625,156,1
P100000120270,Shanxi Changxin Industrial Co Ltd,山西长信工业有限公司,"Shanxi Changxin Steel Co., Ltd.",山西长信钢铁有限公司,Shanxi Changxin Industry Co Ltd,山西长信工业有限公司,E100000126829,unknown,,Shanxi Changxin Industry Co Ltd [100.0%],E100000126829 [100.0%],unknown [100.0%],No. 3 Hecheng North Road,山西省长治市合成北路3号,unknown,Shanxi,China,Asia Pacific,"36.3265890, 113.1171810",exact,https://www.gem.wiki/Shanxi_Changxin_Industrial_Co_Ltd,37.0,unknown,unknown,1989,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, wire","building and infrastructure, energy, tools and machinery, transport",193,2025-05-16 00:00:00,2022-07-05 00:00:00,no,BF; BOF,unknown,unknown,unknown,,36.326589,113.117181,CHN,0.03578695144363242,71945,2719454994.077153,36.29166667,113.125,156,1
P100000121152,Shanxi Dongfang Hengliu Precision Casting Co,山西东方恒略精密铸造有限公司,,,Shanxi Dongfang Hengliu Precision Casting Co,山西东方恒略精密铸造有限公司,E100001012232,unknown,,Shanxi Dongfang Hengliu Precision Casting Co [100.0%],E100001012232 [100.0%],unknown [100.0%],Wangya,山西省临汾市尧都区大阳镇王雅村,Dayang,Shanxi,China,Asia Pacific,"36.0800510, 111.6477540",exact,https://www.gem.wiki/Shanxi_Dongfang_Hengliu_Precision_Casting_Co,16.04,unknown,unknown,2002-12-18 00:00:00,unknown,unknown,2019,,,,,finished rolled,"castings, cast iron","building and infrastructure, tools and machinery",1273,expired,unknown,no,BF; BOF,unknown,unknown,unknown,,36.080051,111.647754,CHN,0.04462175820773027,73531,586782703.6351858,36.04166667,111.625,156,1
P100000120268,Shanxi Gaoyi Steel Co Ltd,山西高义钢铁有限公司,,,Shanxi Gaoyi Steel Co Ltd,山西高义钢铁有限公司,E100000123199,unknown,,Shanxi Gaoyi Steel Co Ltd [100.0%],E100000123199 [100.0%],unknown [100.0%],Dizhuang,山西省运城市新绛县狄庄村,Yuncheng,Shanxi,China,Asia Pacific,"35.5868410, 111.2584360",exact,https://www.gem.wiki/Shanxi_Gaoyi_Steel_Co_Ltd,29.0,unknown,unknown,1997,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, rod, wire","building and infrastructure, energy, tools and machinery, transport",38876,2024-10-31 00:00:00,2024-06-19 00:00:00,no,BF; BOF,unknown,unknown,unknown,,35.586841,111.258436,CHN,0.050600263928645355,76143,2190467911.060826,35.625,111.29166667,156,1
P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,山西宏达钢铁集团有限公司,Jinsu Smelting Plant (predecessor),晋苏冶炼厂(前身),Shanxi HONGDA Iron and Steel Group Co Ltd,山西宏达钢铁集团有限公司,E100000123200,unknown,,Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],E100000123200 [100.0%],unknown [100.0%],Xiaozhang,山西省运城市河津市僧楼镇小张村,Senglou,Shanxi,China,Asia Pacific,"35.7018950, 110.7868260",exact,https://www.gem.wiki/Shanxi_Hongda_Iron_and_Steel_Group_Co_Ltd,26.81,unknown,unknown,1999-04-28 00:00:00,unknown,unknown,unknown,,,,1300.0,"semi-finished, finished rolled","billet, wire, bar","building and infrastructure, tools and machinery",15,2023-08-18 00:00:00,2025-03-07 00:00:00,no,BF; BOF,unknown,unknown,unknown,1300.0,35.701895,110.786826,CHN,0.00805507164696592,75620,250634379.58227268,35.70833333,110.79166667,156,1
P100000120406,Shanxi Huaqiang Iron and Steel Co Ltd,山西华强钢铁有限公司,,,Shanxi HUAQIANG Iron and Steel Co Ltd,山西华强钢铁有限公司,E100000126753,unknown,,Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],E100000126753 [100.0%],unknown [100.0%],Dali,山西省临汾市侯马市张村乡大李村,Zhangcun,Shanxi,China,Asia Pacific,"35.6708480, 111.3788870",exact,https://www.gem.wiki/Shanxi_Huaqiang_Iron_and_Steel_Co_Ltd,22.84,unknown,unknown,2003-04-17 00:00:00,unknown,unknown,unknown,,,,,finished rolled,cast iron,"automotive, energy, tools and machinery, transport",49,expired,unknown,no,BF,unknown,unknown,unknown,,35.670848,111.378887,CHN,0.03768632025296639,75627,402152281.1129497,35.70833333,111.375,156,1
P100000120267,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,山西华鑫源钢铁集团有限公司,"Hejin Huaxinyuan Iron & Steel Co., Ltd.",河津市华鑫源钢铁有限责任公司,Hejin Huaxinyuan Steel & Iron Co Ltd,山西华鑫源钢铁集团有限公司,E100000126638,unknown,,Hejin Huaxinyuan Steel & Iron Co Ltd [100.0%],E100000126638 [100.0%],unknown [100.0%],Xixinfeng,山西省运城市河津市阳村乡西辛封村,Yangcun,Shanxi,China,Asia Pacific,"35.6055060, 110.6520560",exact,https://www.gem.wiki/Shanxi_Huaxinyuan_Steel_and_Iron_Group_Co_Ltd,23.12,unknown,unknown,2003-01-08 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, coil, wire","building and infrastructure, energy, tools and machinery",716,2025-10-17 00:00:00,2024-12-23 00:00:00,no,BF; BOF,unknown,unknown,unknown,,35.605506,110.652056,CHN,0.03334731131590911,76135,1208145259.4777637,35.625,110.625,156,1
P100000120274,Shanxi Jianlong Industrial Co Ltd,山西建龙实业有限公司,"Shanxi Haixin International Steel Co., Ltd.",山西海鑫国际钢铁有限公司,Shanxi Jianlong Industrial Co Ltd,山西建龙实业有限公司,E100000126936,unknown,,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],unknown [87.6%]; unknown [12.4%],unknown,山西省运城市闻喜县东镇,Dong,Shanxi,China,Asia Pacific,"35.4174050, 111.3039190",exact,https://www.gem.wiki/Shanxi_Jianlong_Industrial_Co_Ltd,25.91,unknown,unknown,2000-03-23 00:00:00,unknown,unknown,unknown,,,,,finished rolled,structural,"energy, tools and machinery, transport",6775,unknown,2025-02-22 00:00:00,no,BF; BOF,unknown,unknown,unknown,,35.417405,111.303919,CHN,0.042722918755834983,77157,384406160.84900844,35.45833333,111.29166667,156,1
P100000120316,Shanxi Jinnan Iron and Steel Group Co Ltd,山西晋南钢铁集团有限公司,"Shanxi Jinnan Iron and Steel Trading Co., Ltd.",山西晋南钢铁贸易有限公司,Shanxi Jinnan Iron and Steel Group Co Ltd,山西晋南钢铁集团有限公司,E100000123202,5080192546,,Shanxi Jinnan Holding Group Co Ltd [100.0%],E100000123828 [100.0%],unknown [100.0%],Ecological Industrial Park,山西省临汾市曲沃县生态工业园区,unknown,Shanxi,China,Asia Pacific,"35.6785410, 111.5146500",exact,https://www.gem.wiki/Shanxi_Jinnan_Iron_and_Steel_Group_Co_Ltd,12.0,unknown,unknown,2014-02-20 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"coil, plate","building and infrastructure, tools and machinery",1010,2023-04-11 00:00:00,2023-05-10 00:00:00,no,BF; BOF,Photovoltaic Power Generation,unknown,unknown,,35.678541,111.51465,CHN,0.04021794853939567,75629,162446633.34105244,35.70833333,111.54166667,156,1
P100000120262,Shanxi Liheng Steel Co Ltd,山西立恒钢铁股份有限公司,"Shanxi Liheng Steel Co., Ltd.",山西立恒钢铁集团股份有限公司,Shanxi Liheng Iron and Steel Co Ltd,山西立恒钢铁集团股份有限公司,E100000126363,unknown,,Shanxi Liheng Iron and Steel Co Ltd [100.0%],E100000126363 [100.0%],unknown [100.0%],Xibaiji,山西省临汾市曲沃县高显镇西白集村,Gaoxian,Shanxi,China,Asia Pacific,"35.7015410, 111.4267100",exact,https://www.gem.wiki/Shanxi_Liheng_Steel_Co_Ltd,17.0,unknown,unknown,2002-12-31 00:00:00,unknown,unknown,2020,,,3700.0,,finished rolled,"galvanized, h-beam, strip, pipe, coil, i-beam, angle, wire","automotive, building and infrastructure, energy, tools and machinery, transport",unknown,expired,expired,no,BF; BOF,unknown,unknown,unknown,3700.0,35.701541,111.42671,CHN,0.032344562867937805,75628,747390169.8949468,35.70833333,111.45833333,156,1
P100000120308,Shanxi Meijin Iron and Steel Co Ltd Dongyu Town,美锦钢铁公司,Meijin Steel Company,山西美锦钢铁有限公司,Shanxi Meijin Iron and Steel Co Ltd,山西美锦钢铁有限公司,E100000126886,unknown,,Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],E100000123821 [50.0%]; E100001010236 [48.0%]; E100000132388 [2.0%],5000490664 [50.0%]; unknown [48.0%]; unknown [2.0%],"No. 1 National Road 307 South, Xigaobai Village",山西省清徐县东于镇西高白村307国道南1号,Dongyu,Shanxi,China,Asia Pacific,"37.5713540, 112.2297910",exact,https://www.gem.wiki/Shanxi_Meijin_Iron_and_Steel_Co_Ltd_Dongyu_Town,22.32,unknown,unknown,2003-10-24 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"rod, coil, wire rod","building and infrastructure, tools and machinery",743,2025-03-20 00:00:00,2025-03-27 00:00:00,no,BOF; BF,unknown,unknown,unknown,,37.571354,112.229791,CHN,0.0366301674082723,63634,1679834580.032344,37.54166667,112.20833333,156,1
P100000121151,Shanxi Meijin Iron and Steel Co Ltd Yuanping City,美锦钢铁公司,Meijin Steel Company,山西美锦钢铁有限公司,Shanxi Meijin Iron and Steel Co Ltd,山西美锦钢铁有限公司,E100000126886,unknown,,Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],E100000123821 [50.0%]; E100001010236 [48.0%]; E100000132388 [2.0%],5000490664 [50.0%]; unknown [48.0%]; unknown [2.0%],"Yuanping City, Shanxi Province",山西省原平市,Taiyuan,Shanxi,China,Asia Pacific,"38.7393000, 112.6890860",approximate,https://www.gem.wiki/Shanxi_Meijin_Iron_and_Steel_Co_Ltd_Yuanping_City,,2021-05-01 00:00:00,unknown,unknown,unknown,unknown,unknown,,,,1200.0,finished rolled,"rod, coil, wire rod","building and infrastructure, tools and machinery",unknown,unknown,unknown,no,BF; BOF,unknown,unknown,unknown,1200.0,38.7393,112.689086,CHN,0.036460860700450175,56297,2498747960.66294,38.70833333,112.70833333,156,1
P100000120258,Shanxi Taigang Stainless Steel Co Ltd,山西太钢不锈钢股份有限公司,"China Baowu Steel Group, Taiyuan Iron and Steel (Group) Co Ltd",太原钢铁（集团）有限公司,Shanxi Taigang Stainless Steel Co Ltd,山西太钢不锈钢股份有限公司,E100000122948,unknown,,Shanxi Taigang Stainless Steel Co Ltd [100.0%],E100000122948 [100.0%],unknown [100.0%],unknown,山西省太原市尖草坪区,unknown,Shanxi,China,Asia Pacific,"37.9314880, 112.5393210",exact,https://www.gem.wiki/Shanxi_Taigang_Stainless_Steel_Co_Ltd,27.69,unknown,unknown,1998-06-11 00:00:00,unknown,unknown,unknown,,,,,finished rolled,cold rolled,"automotive, building and infrastructure, tools and machinery",17434,2024-06-18 00:00:00,2024-06-18 00:00:00,no,BF; BOF; EAF,National Grid; Self-owned solar,unknown,unknown,,37.931488,112.539321,CHN,0.02694761419045866,60967,24668432523.352684,37.95833333,112.54166667,156,1
P100000120264,Shanxi Tongcai Industry and Trade Co Ltd,山西建邦集团有限公司,,山西通才工贸有限公司,ShanXi TongCai Industry and Trade Co Ltd,山西通才工贸有限公司,E100000123203,unknown,,Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],E100000123840 [51.4%]; E100000123261 [48.6%],unknown [51.4%]; unknown [48.6%],Taizitan,山西省临汾市曲沃县汰子滩,unknown,Shanxi,China,Asia Pacific,"35.6943210, 111.4293810",exact,https://www.gem.wiki/Shanxi_Tongcai_Industry_and_Trade_Co_Ltd,24.0,unknown,unknown,2002,unknown,unknown,unknown,,,,,finished rolled,"wire, rolled, bar","energy, tools and machinery, transport",2073,2023-02-05 00:00:00,2025-01-09 00:00:00,no,BF; BOF; EAF,"High-temperature, Ultra-high-pressure Coal Gas Power Generation",unknown,unknown,,35.694321,111.429381,CHN,0.03216493128327099,75628,747390169.8949468,35.70833333,111.45833333,156,1
